ex_serial|ex_type|ex_code|ex_body_part|ex_description
3644|NO|Z88       |OT|Cyst Apsir. Symptomatic Relief -NOREPORT
3645|NO|Z89       |OT|Recall - Ultrasound Only - NO REPORT
3646|NO|Z90       |OT|Hookwire - Ultrasound Only - NO REPORT
3658|NO|Z91       |OT|Second Hookwire (US Part) - NO REPORT
3664|NO|Z92       |OT|Retractable Hookwire - US Part-NO REPORT
3681|NO|Z93       |OT|Targeted Ultrasound - NO REPORT
3682|NO|Z94       |OT|Clip Placement Mammo Only-NO REPORT
3683|NO|Z95       |OT|Clip Placement Mammo Part- NO REPORT
3684|NO|Z96       |OT|Clip Placement Ultrasound Part-NO REPORT
3691|NO|Z97       |OT|Ultrasound Specimen - NO REPORT
7148|OD|FASTOOPD  |OT|MCI - Any x-ray projection
264|OD|P05       |CH|STERNO-CLAVICULAR (non-acute) - NO REPT
209|OD|P06       |UA|CLAVICLE (non-acute) - NO REPORT
356|OD|P07       |UA|ACROMIO-CLAVICULAR (non-acute) - NO REPT
91|OD|P09       |UA|SHOULDER (non-acute) - NO REPORT
92|OD|P10       |UA|HUMERUS (non-acute) - NO REPORT
1016|OD|P105      |CH|STERNO-CLAVICULAR VIEWS (acute)
1020|OD|P106      |UA|CLAVICLE (acute)
1021|OD|P107      |UA|ACROMIO-CLAVICULAR JOINTS (acute)
1023|OD|P109      |UA|SHOULDER (acute)
33|OD|P11       |LA|ELBOW JOINT (non-acute) - NO REPORT
1025|OD|P110      |UA|HUMERUS (acute)
1027|OD|P111      |LA|ELBOW JOINT (acute)
1029|OD|P112      |LA|FOREARM (acute)
1031|OD|P113      |WR|HAND (acute)
1033|OD|P114      |WR|FINGER/THUMB (acute)
1035|OD|P116      |WR|WRIST (acute)
1037|OD|P117      |WR|SCAPHOID / CARPAL INSTABILITY (acute)
181|OD|P12       |LA|FOREARM (non-acute) - NO REPORT
1041|OD|P121      |LL|KNEE (AP & LATERAL) (acute)
1042|OD|P122      |LL|KNEE - WEIGHT BEARING (acute)
1044|OD|P123      |LL|KNEE (EXTRA VIEW) (acute)
1046|OD|P124      |LL|TIBIA / FIBULA (acute)
1048|OD|P125      |FT|ANKLE (acute)
1050|OD|P126      |FT|FOOT (acute)
1052|OD|P127      |FT|FEET - WEIGHT BEARING (acute)
123|OD|P13       |WR|HAND (non-acute) - NO REPORT
1054|OD|P130      |FT|TOES (acute)
1055|OD|P131      |FT|OS CALCIS (acute)
84|OD|P14       |WR|FINGER/THUMB (non-acute) - NO REPORT
7353|OD|P140      |PV|PELVIS (acute)
7354|OD|P141      |PV|PELVIS + 1 HIP JOINT (acute)
7355|OD|P142      |PV|PELVIS + 2 HIP JOINTS (acute)
7356|OD|P143      |PV|FEMUR (acute)
7357|OD|P144      |SP|C SPINE (acute)
7358|OD|P145      |SP|T SPINE (acute)
7359|OD|P146      |SP|L/S SPINE (acute)
7360|OD|P147      |PV|SI JOINTS (acute)
8972|OD|P150      |CH|CHEST 1 VIEW (acute)
8973|OD|P151      |CH|CHEST 2 VIEWS (acute)
89|OD|P16       |WR|WRIST (non-acute) - NO REPORT
141|OD|P17       |WR|SCAPHOID INSTABILITY (non-acute) - NOREP
53|OD|P21       |LL|KNEE (AP & LATERAL) (non-acute) - NO REP
206|OD|P22       |LL|KNEE WEIGHTBEARING (non-acute) - NOREPT
116|OD|P23       |LL|KNEE (EXTRA VIEW) (non-acute) - NO REPT
114|OD|P24       |LL|TIBIA/FIBULA (non-acute) - NO REPORT
154|OD|P25       |FT|ANKLE (non-acute) - NO REPORT
115|OD|P26       |FT|FOOT (non-acute) - NO REPORT
186|OD|P27       |FT|FEET - WEIGHTBEARING (non-acute) - NOREP
250|OD|P30       |FT|TOES (non-acute) - NO REPORT
156|OD|P31       |FT|OS CALCIS (non-acute) - NO REPORT
7850|OD|P48       |LO|LEG LENGTHS (acute)
3913|OT|BRBOP     |CH|NRL-Breast Core Biopsy/Aspiration-NOREPT
3914|OT|BUS       |CH|NRL-Breast Ultrasound/Axilla - NO REPORT
6051|OT|DEXA      |OT|Bone Density Scan (No Report)
382|OT|M50       |CH|Stereotactic Breast Biopsy
6050|OT|MAMM      |CH|Mammo/Hookwire/Galactogram - NO REPORT
5637|OT|MAM/US    |BR|NRL - Mammo with U/S - NO REPORT
7227|OT|PANDEMICOT|NA|Pandemic appt delay/reschedule OT
966|OT|S90       |OT|RADIOLOGIST REPORT ONLY - SIMPLE
969|OT|S91       |OT|RADIOLOGIST REPORT ONLY - COMPLEX
5764|OT|STBVAB    |BS|Stereotatic Vacuum Core Biopsy-NO REPORT
191|OT|T05       |OT|Plain Tomography < 5 cuts - use T01
973|OT|Z30       |OT|IMPORTED DIGITISED FILM
974|OT|Z40       |OT|IMPORTED IMAGES
960|OT|Z50       |OT|IMPORTED CD/MSTICK
6531|OT|Z51       |OT|EXPORTED IMAGES
6256|OT|Z55       |OT|EXPORT IMAGES
8185|OT|ZBREOS00  |OT|ZBREOS001^EOS- Whole Spine
8234|OT|ZBREOS0001|OT|ZBREOS002^EOS- Lower Limb Assessment
8316|OT|ZBRFL001  |OT|ZBRFL001^FLU- Arthrogram (No charge - Bi
8172|OT|ZBRFL008  |OT|ZBRFL008^FLU- Specialist Procedure
8217|OT|ZBRMAMM0  |OT|ZBRMAMM003^MAMMO - Screening
8278|OT|ZBRMAMM001|OT|ZBRMAMM004^MAMMO - Tomo Extra views
8280|OT|ZBRMAMM002|OT|ZBRMAMM002^MAMMO - Tomo Diagnostic - Bil
8281|OT|ZBRMAMM003|OT|ZBRMAMM006^MAMMO - Additional item - Imp
8284|OT|ZBRMAMM004|OT|ZBRMAMM001^MAMMO - Tomo Diagnostic - Uni
8377|OT|ZBRMAMM005|OT|ZBRMAMM009^MAMMO - Breast Marker/ clip(p
8376|OT|ZBRMAMMS  |OT|ZBRMAMMSX1^MAMMO - Stereotactic biopsy (
8169|OT|ZBRNM013  |OT|ZBRNM013^NM - Bone SPECT CT
8176|OT|ZBRNM014  |OT|ZBRNM014^NM - Bone Scan - Planar
8170|OT|ZBRNM015  |OT|ZBRNM015^NM - Diagnostic CT for use with
8244|OT|ZBRNM016  |OT|ZBRNM016^NM - Nuclear Scan SPECT CT (2nd
8288|OT|ZBRPOSTB  |OT|ZBRPOSTBIOPSY^POST BIOPSY SUMMARY
3745|OT|ZCBQ01    |OT|ZCBQ01^Initial Consultation (Surgeon)
3865|OT|ZCBQ02    |OT|ZCBQ02^Follow up Consultation (Surgeon)
7367|OT|ZCBQ12    |OT|ZCBQ12^Postoperative Consultation (Surge
7457|OT|ZCBW45    |OT|ZCBW45^Bilat. Mastectomy & Unilat. Axill
6449|OT|ZCBY03    |OT|ZCBY03^Cancelled Order
3384|OT|ZCMB03    |OT|ZCMB03^PELVIS & 1 HIP JOINT
3615|OT|ZCMBAP    |OT|ZCMBAP^BARIUM PREP
3571|OT|ZCMIM     |OT|ZCMIM^READING
3600|OT|ZCMSC     |OT|ZCMSC^ACC SURCHARGE
3626|OT|ZCMSCR    |OT|ZCMSCR^ACC SURCHARGE
3621|OT|ZCMSCU    |OT|ZCMSCU^ACC SURCHARGE
3625|OT|ZCMU15    |OT|ZCMU15^RENAL & TESTES ULTRASOUND
3606|OT|ZCMUC3    |OT|ZCMUC3^DOPPLER STUDY ONE LEG
7108|OT|ZCPABD    |OT|ZCPABD^Abdomen U/S
7301|OT|ZCPADDRE  |OT|ZCPADDREG^US Additional Region
7141|OT|ZCPAORT   |OT|ZCPAORT^Abdominal Aorta
7114|OT|ZCPA&P    |OT|ZCPA&P^Abdomen & Pelvic U/S
7137|OT|ZCPART    |OT|ZCPART^Arterial Doppler
7130|OT|ZCPBRT    |OT|ZCPBRT^Breast U/S
7933|OT|ZCPBSHO   |OT|ZCPBSHO^Bilateral Shoulders
7278|OT|ZCPCRT    |OT|ZCPCRT^Carotid U/S
7128|OT|ZCPDVT    |OT|ZCPDVT^Deep Vein Thrombosis
8381|OT|ZCPDVT2   |OT|ZCPDVT2^DVT Bilateral
7116|OT|ZCPFOB    |OT|ZCPFOB^Foreign Body
7118|OT|ZCPKID    |OT|ZCPKID^Kidney U/S
7112|OT|ZCPMSK    |OT|ZCPMSK^Musculoskeletal Ultrasound
7170|OT|ZCPNEC    |OT|ZCPNEC^Neck Scan
7338|OT|ZCPNON3D  |OT|ZCPNON3D^Non Medical 3D scans
7110|OT|ZCPPEL    |OT|ZCPPEL^Pelvic U/S
7107|OT|ZCPPR5    |OT|ZCPPR5^Pregnancy Scan
7213|OT|ZCPREN    |OT|ZCPREN^Renal U/S
7175|OT|ZCPRU28   |OT|ZCPRU28^US ADDITIONAL REGION
7109|OT|ZCPSHO    |OT|ZCPSHO^Shoulder
7113|OT|ZCPTEN    |OT|ZCPTEN^Tendon U/S
7115|OT|ZCPTES    |OT|ZCPTES^Testes U/S
7220|OT|ZCPTHY    |OT|ZCPTHY^Thyroid U/S
8594|OT|ZCRBDM8201|OT|ZCRBDM820^Bone Densitometry
8675|OT|ZCRBDM83  |OT|ZCRBDM830^Body Composition Scan
6905|OT|ZCRBDR00  |OT|ZCRBDR002^DEXA - MVT-601-3102
7028|OT|ZCRBDR0001|OT|ZCRBDR003^DXA BMD Spine,Hip,Total Body-E
7198|OT|ZCRBDR0002|OT|ZCRBDR004^Total Body DEXA CT19648 Study
7217|OT|ZCRBDR0003|OT|ZCRBDR005^Total Body DEXA CT19648 SCOHIA
7273|OT|ZCRBDR0004|OT|ZCRBDR006^DEXA Spine, Hip & Total Body M
7362|OT|ZCRBDR0005|OT|ZCRBDR007^DEXA - Hip,Spine & Total body
7654|OT|ZCRBDR01  |OT|ZCRBDR010^DEXA Total Body inc Body Comp-
7678|OT|ZCRBDR0101|OT|ZCRBDR011^DEXA Total Body Composition -
7680|OT|ZCRBDR0102|OT|ZCRBDR013^DEXA Scan - Versanis (VER201-P
7686|OT|ZCRBDR0103|OT|ZCRBDR014^DEXA Scan-BELIEVE (VER201-PH2-
7687|OT|ZCRBDR0104|OT|ZCRBDR012^DEXA Scan - Versanis Bio Study
7689|OT|ZCRBDR0105|OT|ZCRBDR015^DEXA Total Body - Lagoon (Orso
8986|OT|ZCRBDR10  |OT|ZCRBDR1000^BD Bone Denisty - Hibiscus (C
6631|OT|ZCRBDS10  |OT|ZCRBDS100^Bone Density Scan
6787|OT|ZCRBDS1001|OT|ZCRBDS100A^Bone Density (Additional Regi
6762|OT|ZCRBDW11  |OT|ZCRBDW110A^Total Body Density (in additi
7174|OT|ZCRBDW1101|OT|ZCRBDW110^Total Body Density
6761|OT|ZCRBDZ99  |OT|ZCRBDZ990^No Imaging Performed - Bone De
3383|OT|ZCRE100   |OT|ZCRE100^CONSULTATION
3786|OT|ZCRE99    |OT|ZCRE99^Additional Letter
6114|OT|ZCRF60    |OT|ZCRF60^deleted
6553|OT|ZCRH15    |OT|ZCRH15^Bard Clip
6556|OT|ZCRK110   |OT|ZCRK110^ACC Simple Review
6542|OT|ZCRK111   |OT|ZCRK111^ACC Complex Review
3175|OT|ZCRK31    |OT|ZCRK31^Reporting Fee US General
3092|OT|ZCRK35    |OT|ZCRK35^Reporting Fee US Msk
3208|OT|ZCRK36    |OT|ZCRK36^Film Reading Fee - Plain
3894|OT|ZCRK39    |OT|ZCRK39^Film Reading Fee - MRI
3189|OT|ZCRK40    |OT|ZCRK40^Radiol Fee US guided injection
6288|OT|ZCRK49    |OT|ZCRK49^Working hours call out fee
3033|OT|ZCRK50    |OT|ZCRK50^Bone Density Scan
6568|OT|ZCRK51    |OT|ZCRK51^Total Body Density (in addition)
3119|OT|ZCRK80    |OT|ZCRK80^II Radiographer 1/2 Hour
3179|OT|ZCRK81    |OT|ZCRK81^II Radiographer 1 Hour
6756|OT|ZCRMGZ9201|OT|ZCRMGZ920^DIGITIZE MAMMOGRAPHY & EXTERNA
6368|OT|ZCRMRZ70  |OT|ZCRMRZ700^Film Reading Fee - MRI
8710|OT|ZCRRAZ9001|OT|ZCRRAZ902^Professional Review Fee - comp
8798|OT|ZCRRAZ9002|OT|ZCRRAZ906^Rad Reporting Fee - Xray (addi
8831|OT|ZCRRAZ9003|OT|ZCRRAZ900^Professional Review Fee - simp
8818|OT|ZCRRAZ91  |OT|ZCRRAZ914^Rad Reporting Fee - CBCT
8712|OT|ZCRRAZ96  |OT|ZCRRAZ960^Radiologist Consultation (15 m
8714|OT|ZCRRAZ9601|OT|ZCRRAZ962^Radiologist Consultation (Foll
7405|OT|ZCRUSZ8401|OT|ZCRUSZ845^US Guided IV Access
6908|OT|ZCRV54    |OT|ZCRV54^Ultrasound Guided IV Access
6708|OT|ZCRXAZ99  |OT|ZCRXAZ999^Imaging Not Performed - II
6668|OT|ZCRXRO1302|OT|ZCRXRO131^2D THEATRE IMAGING 1 HR CHARGE
6675|OT|ZCRXRO1303|OT|ZCRXRO130^2D THEATRE IMAGING 1/2 HR CHAR
6723|OT|ZCRXRO1304|OT|ZCRXRO132^3D THEATRE IMAGING 1/2 HR CHAR
6807|OT|ZCRXRO83  |OT|ZCRXRO830^II Radiologist per 1/2 hr (all
7618|OT|ZCRXRO9901|OT|ZCRXRO998^No Imaging Performed
8817|OT|ZCRXRZ9902|OT|ZCRXRZ999^XR Images imported into PACS
3883|OT|ZCRY16    |OT|ZCRY16^Bone Density unable to be perform
6520|OT|ZCRY18    |OT|ZCRY18^Consultation Code
3191|OT|ZCRY20    |OT|ZCRY20^II IN ADDITION & NOT CHARGED
3184|OT|ZCRY60    |OT|ZCRY60^Bone Density
6572|OT|ZCRZ143   |OT|ZCRZ143^Tanezumab - Dexa Hip and Spine
6772|OT|ZCRZ99    |OT|ZCRZ99^External Examination
8953|OT|ZCRZCBBS  |OT|ZCRZCBBSA30^ZCBBSA300^BSA Assessment
9069|OT|ZRRF1     |OT|ZRRF1^PCNL PROCEDURE
7895|OT|ZRRM01    |OT|ZRRM01^MRI HEAD
7940|OT|ZRRM03    |OT|ZRRM03^MRI IAMS
7974|OT|ZRRM05    |OT|ZRRM05^MRI FACE
7908|OT|ZRRM12    |OT|ZRRM12^MRI SHOULDER
7952|OT|ZRRM12A   |OT|ZRRM12A^MRI SHOULDER (ACC 2ND)
7945|OT|ZRRM13    |OT|ZRRM13^MRI HUMERUS
7963|OT|ZRRM13A   |OT|ZRRM13A^MRI HUMERUS (ACC 2ND)
7989|OT|ZRRM14    |OT|ZRRM14^MRI ELBOW
7956|OT|ZRRM16    |OT|ZRRM16^MRI WRIST
7912|OT|ZRRM17    |OT|ZRRM17^MRI HAND FINGER
7988|OT|ZRRM17A   |OT|ZRRM17A^MRI HAND FINGER (ACC 2ND)
7899|OT|ZRRM18    |OT|ZRRM18^MRI CERVICAL SPINE
7900|OT|ZRRM19A   |OT|ZRRM19A^MRI THORACIC SPINE  (ACC 2ND)
7898|OT|ZRRM20    |OT|ZRRM20^MRI LUMBAR SPINE
7936|OT|ZRRM20GP  |OT|ZRRM20GP^MRI LUMBAR SPINE (ACC GP REFERR
7990|OT|ZRRM22    |OT|ZRRM22^MRI SPINE TWO REGIONS
7968|OT|ZRRM23    |OT|ZRRM23^MRI WHOLE SPINE
7883|OT|ZRRM24    |OT|ZRRM24^MRI ABDOMEN
7982|OT|ZRRM25L   |OT|ZRRM25L^MRI LIVER
7926|OT|ZRRM25M   |OT|ZRRM25M^MRI MRCP
7984|OT|ZRRM25P   |OT|ZRRM25P^MRI PANCREAS
7922|OT|ZRRM26    |OT|ZRRM26^MRI ENTEROGRAPHY
7880|OT|ZRRM28    |OT|ZRRM28^MRI PROSTATE
7946|OT|ZRRM30    |OT|ZRRM30^MRI PELVIS
7938|OT|ZRRM31    |OT|ZRRM31^MRI RECTUM
7932|OT|ZRRM32    |OT|ZRRM32^MRI BONY PELVIS
7931|OT|ZRRM33    |OT|ZRRM33^MRI HIP
7930|OT|ZRRM33A   |OT|ZRRM33A^MRI HIP (ACC 2ND)
7951|OT|ZRRM34A   |OT|ZRRM34A^MRI FEMUR (ACC 2ND)
7894|OT|ZRRM36    |OT|ZRRM36^MRI KNEE
7911|OT|ZRRM36A   |OT|ZRRM36A^MRI KNEE (ACC 2ND)
7916|OT|ZRRM36GP  |OT|ZRRM36GP^MRI KNEE (ACC GP REFERRED)
7909|OT|ZRRM37    |OT|ZRRM37^MRI ANKLE
7943|OT|ZRRM38    |OT|ZRRM38^MRI FOOT
7965|OT|ZRRM38A   |OT|ZRRM38A^MRI FOOT (ACC 2ND)
7910|OT|ZRRM40    |OT|ZRRM40^MRI SHOULDER ARTHROGRAM
7948|OT|ZRRM42    |OT|ZRRM42^MRI ADDITIONAL REGION 1-3SEQ
7884|OT|ZRRM43    |OT|ZRRM43^MRI ADDITIONAL REGION 4+ SEQ EXCL
7928|OT|ZRRM44    |OT|ZRRM44^MRA HEAD
7983|OT|ZRRM46    |OT|ZRRM46^MRA ABDOMEN PELVIS
7980|OT|ZRRM92    |OT|ZRRM92^MRI EXAM INCOMPLETE - REPORT REQU
7972|OT|ZRRM94    |OT|ZRRM94^MR RECALL - NO CHARGE REPORT REQU
8865|OT|ZRRP01    |OT|ZRRP01^PET-CT FDG BRAIN
8361|OT|ZRRP04    |OT|ZRRP04^PET-CT FBB BRAIN
8105|OT|ZRRP06    |OT|ZRRP06^PET-CT FDG BODY
8114|OT|ZRRP07    |OT|ZRRP07^PET-CT NAF MSK
8115|OT|ZRRP07A   |OT|ZRRP07A^PET-CT NAF MSK (ACC 2ND)
9071|OT|ZRRP07O   |OT|ZRRP07O^PET-CT NAF ONCOLOGY
8106|OT|ZRRP08    |OT|ZRRP08^PET-CT GA68 PSMA
8327|OT|ZRRP09    |OT|ZRRP09^PET-CT GA68 DOTATATE
8708|OT|ZRRP11    |OT|ZRRP11^PET-CT SARCOID
8395|OT|ZRRP94    |OT|ZRRP94^PET-CT DNA - RADIOPHARMACEUTICAL
8363|OT|ZRRT1     |OT|ZRRT1^177Lu PSMA THERAPY
8396|OT|ZRRT3     |OT|ZRRT3^LUTETIUM THERAPY CONSULT
8882|OT|ZRRT4     |OT|ZRRT4^I131 THERAPY <1000 MBQ
8365|OT|ZRRT5     |OT|ZRRT5^SPECT POST TREATMENT
7866|OT|ZRRX13    |OT|ZRRX13^XR ABDOMEN
7881|OT|ZRRX15    |OT|ZRRX15^XR PELVIS
7882|OT|ZRRX16    |OT|ZRRX16^XR PELVIS HIP
7861|OT|ZRRX17    |OT|ZRRX17^XR PELVIS BOTH HIPS
7874|OT|ZRRX20    |OT|ZRRX20^XR ACROMIOCLAVICULAR JOINTS
7872|OT|ZRRX24    |OT|ZRRX24^XR SHOULDER
7888|OT|ZRRX30    |OT|ZRRX30^XR WRIST
7869|OT|ZRRX37    |OT|ZRRX37^XR FINGER
7862|OT|ZRRX38    |OT|ZRRX38^XR KNEE
7863|OT|ZRRX42    |OT|ZRRX42^XR LEG LENGTH STITCHING
7890|OT|ZRRX43    |OT|ZRRX43^XR ANKLE
7889|OT|ZRRX46    |OT|ZRRX46^XR FEET BILATERAL
7865|OT|ZRRX49    |OT|ZRRX49^XR CALCANEUM
7864|OT|ZRRX51    |OT|ZRRX51^XR CERVICAL SPINE
7879|OT|ZRRX54    |OT|ZRRX54^XR LUMBAR SPINE
7873|OT|ZRRX62    |OT|ZRRX62^XR ADDITIONAL REGION
8981|PT|PT01      |OT|18F-FDG-PET/CT
8982|PT|PT02      |OT|PSMA-PET/CT
8983|PT|PT03      |OT|68Ga-DOTATATE-PET/CT
8543|PT|ZCRCTA3002|OT|ZCRCTA301^CT Abdomen Liver
8494|PT|ZCRCTA36  |OT|ZCRCTA360^CT Pelvis - bony
8547|PT|ZCRCTS40  |OT|ZCRCTS400^CT Spine Cervical
8495|PT|ZCRCTS42  |OT|ZCRCTS420^CT Spine Lumbar
6524|PT|ZCRP005   |OT|ZCRP005^PET/CT 18F-PSMA Scan
3057|PT|ZCRP01    |OT|ZCRP01^PET/CT Scan
3231|PT|ZCRP05    |OT|ZCRP05^PET/CT Scan SX Insurance
3462|PT|ZCRP13    |OT|ZCRP13^SX Insurance Sodium Fluoride PET/
3899|PT|ZCRP20    |OT|ZCRP20^FET PET/CT SCAN
6278|PT|ZCRP30    |OT|ZCRP30^FBB PET/CT Scan
7374|PT|ZCRPET10  |OT|ZCRPET100^PETCT - FDG Body Scan
7619|PT|ZCRPET1001|OT|ZCRPET105^PETCT - FDG Brain Scan
7397|PT|ZCRPET20  |OT|ZCRPET200^PETCT - NaF Injection
7446|PT|ZCRPET2001|OT|ZCRPET205^PETCT - NaF Bone Scan Whole Bo
7398|PT|ZCRPET21  |OT|ZCRPET210^PETCT - NaF Bone Scan (MSK)
7436|PT|ZCRPET2101|OT|ZCRPET210A^PETCT - NaF Bone Scan (Additi
7666|PT|ZCRPET2102|OT|ZCRPET215^PETCT - NaF Bone Scan (MSK)
7438|PT|ZCRPET30  |OT|ZCRPET300^PETCT - FET Brain Scan
7450|PT|ZCRPET40  |OT|ZCRPET400^PETCT - FBB Brain Scan
7385|PT|ZCRPET50  |OT|ZCRPET500^PETCT - PSMA Scan
7402|PT|ZCRPET90  |OT|ZCRPET900^PETCT - FDG Dose and Admin Fee
7414|PT|ZCRPET99  |OT|ZCRPET990^PETCT - No Imaging Performed/I
8399|PT|ZCRPTH00  |OT|ZCRPTH001^PT - FET  Brain Scan
8561|PT|ZCRPTH0001|OT|ZCRPTH000^PT - FDG Brain Scan
8555|PT|ZCRPTM80  |OT|ZCRPTM800^PT - FDG Body Scan
8493|PT|ZCRPTM81  |OT|ZCRPTM810^PT - NaF Injection
8480|PT|ZCRPTM83  |OT|ZCRPTM832^PT - NaF Bone Scan (MSK)
8581|PT|ZCRPTM8301|OT|ZCRPTM832A^PT - NaF Bone Scan (Additiona
8772|PT|ZCRPTM8303|OT|ZCRPTM831^PT - NaF Bone Scan Whole Body
6517|PT|ZCRPTR00  |OT|ZCRPTR001^PET/CT - CC-5013-DLC-002 ROBUS
6559|PT|ZCRPTR0001|OT|ZCRPTR002^PET/CT - Harmony BH29812
6760|PT|ZCRPTR0002|OT|ZCRPTR003^PET/CT - Harmony BH39147
6785|PT|ZCRPTR0003|OT|ZCRPTR005^FDG PET/CT Scan - MOR208C204
6791|PT|ZCRPTR0004|OT|ZCRPTR004^FBB PET/CT Brain - AbbVie M15-
7026|PT|ZCRPTR0005|OT|ZCRPTR009^FDG PET/CT Scan - ACE-LY-308
7098|PT|ZCRPTR0006|OT|ZCRPTR007^PET/CT SCAN - GO39942 Polarix
7247|PT|ZCRPTR0007|OT|ZCRPTR008^PET/CT Scan - BGB-3111-212
7124|PT|ZCRPTR01  |OT|ZCRPTR011^FDG PET/CT Scan Curasen
7138|PT|ZCRPTR0101|OT|ZCRPTR012^FBB PET/CT Scan DPRC (FBB) Stu
7266|PT|ZCRPTR0102|OT|ZCRPTR014^FDG PET/CT Scan BGB-3111-306 S
7350|PT|ZCRPTR0103|OT|ZCRPTR017^PSMA PET/CT Scan - PEDAL Trial
7526|PT|ZCRPTR02  |OT|ZCRPTR024^PETCT FDG - Holly (GO42144)
7582|PT|ZCRPTR0201|OT|ZCRPTR027^PETCT FDG - LOXO-BTK (20019)
7535|PT|ZCRPTR03  |OT|ZCRPTR031^PETCT (Campbell-FBB)
7649|PT|ZCRPTR0301|OT|ZCRPTR032^PETCT FDG - ME 401 004 (SDHB)
7091|PT|ZCRPTZ99  |OT|ZCRPTZ990^No Imaging Performed PET/CT
481|SC|D15       |OT|AP TOMOGRAPHY ADDITIONAL (ASH)
482|SC|D16       |OT|LATERAL TOMOGRAPHY ADDITIONAL (ASH)
946|SC|F011      |AB|Meal - Barium or Gastroview
6|SC|F10       |AB|Barium Swallow (Upper G/I series)
371|SC|F12       |AB|Air Enema
139|SC|F13       |AB|Small intestine study (without tube)
268|SC|F14       |AB|Small intestinal study (with tube)
200|SC|F15       |AB|Barium Enema
49|SC|F16       |AB|Double Contrast Enema
220|SC|F18       |NK|Video Swallow - SCDHB only
212|SC|F19       |AB|Intravenous Cholangiogram
601|SC|F21       |AB|Paediatric Swallow
606|SC|F22       |AB|Contrast Swallow
610|SC|F23       |AB|Paediatric GI Contrast Study
7004|SC|F24       |NK|Video Swallow - Radiologist
7019|SC|F25       |NK|Video Swallow - No Radiologist / No Rept
65|SC|F30       |AB|ERCP-NO REPORT
67|SC|F31       |AB|T-tube Cholangiogram
395|SC|F32       |OT|VPG Palatogram - NO REPORT
602|SC|F33       |AB|Tubogram - Contrast Study
929|SC|F34       |AB|ERCP-REPORT
3226|SC|F35       |AB|Oesophageal/Duodenal Stenting-NO REPORT
7371|SC|F36       |AB|Nephrostomy Tube Change
221|SC|F40       |AB|Gastrografin (or sim. contrast) Swallow
216|SC|F45       |AB|Gastrografin (or sim. contrast) Enema
594|SC|F46       |AB|Nasal Gastric Tube Insertion
3011|SC|F88       |HD|FLUOROSCOPY QA TESTING
895|SC|F97       |CH|PICC Line Insertion - Room11
394|SC|F99       |OT|Herniogram (CRG only)
3238|SC|FZ10      |OT|Unsuccessful fluoroscopy - report
6034|SC|FZ12      |OT|Unsuccessful fluoroscopy - no report
312|SC|G03       |AB|Retrograde Pyelogram/Conduitogram
62|SC|G04       |AB|Cystogram
176|SC|G05       |AB|Micturating Cystourethrogram
327|SC|G06       |AB|Ascending Urethrogram
595|SC|G07       |OT|Anaesthetic
125|SC|G20       |AB|Nephrostogram
96|SC|G25       |AB|Antegrade Pyelogram
73|SC|G30       |AB|Urodynamics CDHB - No Report
483|SC|G31       |AB|ASH Cystourethogram After Hrs - No Rept
471|SC|G32       |OT|Additional Tomography (ASHBURTON ONLY)
7084|SC|G33       |AB|Ileal Conduitogram
6884|SC|I05       |OT|DRAINAGE
6885|SC|I06       |OT|INTERVENTIONAL PROCEDURE
381|SC|I95       |HD|Dacryocystogram
339|SC|I96       |HD|Sialogram
100|SC|K06       |OT|FLUOROSCOPY - No Images (REPORT)
7536|SC|NM13S     |LL|Screening Knee Joint (NMDHB-NO REPORT)
980|SC|OT1       |OT|TIMARU II IN OT - Normal Hours - No Rept
981|SC|OT2       |OT|TIMARU II IN OT - Normal Hours - Report
982|SC|OT3       |OT|TIMARU II IN OT - Out of Hrs - No Report
983|SC|OT4       |OT|TIMARU II IN OT - Out of Hrs - Report
7228|SC|PANDEMICSC|NA|Pandemic appt delay/reschedule SC
271|SC|S01       |OT|Sinogram
3876|SC|S03       |OT|Diaphragm Fluoroscopy
314|SC|S06       |AB|Hysterosalpingogram by radiologist
386|SC|S07       |AB|Hysterosalpingogram by obstetrician
6012|SC|S10       |LL|KNEE SCREENING
7094|SC|S122      |OT|Facetal joint injection (1 level)
1010|SC|S14       |LL|Venogram Lower Limb
367|SC|S15       |OT|Lymphangiogram
1011|SC|S16       |OT|PICC Line Insertion SCDHB
1012|SC|S17       |OT|Nephrostomy Tube by radiologist SCDHB
1013|SC|S17S      |OT|Nephrostomy Tube by Surgeon SDHB
1014|SC|S18       |OT|Biopsy/FNA Fluoro SCDHB
1015|SC|S19       |OT|Interventional Misc Fluoro SCDHB
972|SC|S20       |OT|JOINT INJECTION FLUORO BY SURGEON
1077|SC|S201      |OT|JOINT INJECTION FLUORO BY RADIOLOGIST
299|SC|S22       |OT|Facetal joint injection (1 level)
151|SC|S23       |SP|Myelogram or radiculogram (1 region)
75|SC|S24       |SP|Myelogram or radiculogram (2 regions)
281|SC|S25       |OT|Myelogram or radiculogram (3 regions)
593|SC|S27       |SP|Lumbar Puncture
3330|SC|S28       |OT|Fluoro by SCDHB clinician simple report
7095|SC|S29       |OT|Pain Management - NO REPORT
7|SC|S30       |OT|Whitaker Test
329|SC|S43       |OT|Arthrogaphy (1 side) - other joints
467|SC|S45       |OT|Arthrogram (ASHBURTON ONLY)
120|SC|S50       |CH|Bronchoscopy (WITHOUT MRT/II
